key_1,AC No,PS No,Point,Longitude,Latitide,key
52_47 ,52,47,47 - Baidyanath Majumder Smriti Higher Seconadary School(W/W),92.02874975,24.27832637,52_47 
52_48 ,52,48,48 - Baidyanath Majumder Smriti Higher Seconadary School(Purbangsha),92.0286527,24.27479361,52_48 
52_49 ,52,49,49 - Baidyanath Majumder Smriti Higher Seconadary School(Uttarangsha),92.02862646,24.2727474,52_49 
52_5 ,52,5,5 - Bhadrapalli Higher Secondary School,91.95499222,24.32433897,52_5 
52_50 ,52,50,50 - Jalai High School(N/W),92.03764963,24.25934053,52_50 
52_51 ,52,51,51 - Jalai High School(S/W),92.03764963,24.25934053,52_51 
52_52 ,52,52,52 - Bolehar Senior Basic School,92.03664817,24.23569742,52_52 
52_53 ,52,53,53 - Toilenbari Junior Basic School,92.05190481,24.26375975,52_53 
52_6 ,52,6,6 - North Chandipur Anganwadi Centre,91.97536286,24.3230905,52_6 
52_7 ,52,7,7 - Chandipur Anganwadi Centre,91.98708824,24.3175087,52_7 
52_8 ,52,8,8 - Bonaji Para Junior Basic School,91.98024767,24.30745795,52_8 
52_9 ,52,9,9 - Manuvalley T Estet High  School(Uttarangsha),91.9582835,24.31361052,52_9 
53_1 ,53,1,1 - Indranagar Junior Basic School,91.9792321,24.37455171,53_1 
53_10 ,53,10,10 - Irani High School(Dakshinangsh),92.02386987,24.36908771,53_10 
53_11 ,53,11,11 - Dhaliyarkandi Senior Basic School,91.99637945,24.36053575,53_11 
53_12 ,53,12,12 - Dhaliyarkandi Anganwadi Kendra,91.99632331,24.36049333,53_12 
53_13 ,53,13,13 - Yeazakhowra Senior Basic School(N/W),92.01447717,24.35755659,53_13 
53_14 ,53,14,14 - Yeazakhowra Senior Basic School(S/W),91.99989044,24.35147263,53_14 
53_15 ,53,15,15 - Iyajekhawra Anganwadi Kendra,92.02417341,24.36031523,53_15 
53_16 ,53,16,16 - Iyajekhawra Panchayet Office,92.01673657,24.35609124,53_16 
53_17 ,53,17,17 - Safrikandi J.B School,92.00001926,24.35148677,53_17 
53_18 ,53,18,18 - Tilabazar higher Secondary School,91.99989044,24.35147263,53_18 
53_19 ,53,19,19 - Tilagaon Thesil Kachhari,92.01363225,24.35257564,53_19 
53_2 ,53,2,2 - Debipur(North) Senior Basic School,92.00330032,24.38177504,53_2 
53_20 ,53,20,20 - Office of the Manager;  Sonavalley Praathomik Krishi Samabay Samiti Ltd,92.01456138,24.35242044,53_20 
53_21 ,53,21,21 - Office of the Manager; Hirachara Cha Bagan,92.03716842,24.36046361,53_21 
53_22 ,53,22,22 - Muroibari Senior Basic School(Uttarangsha),92.02593686,24.34922369,53_22 
53_23 ,53,23,23 - Muroibari Senior Basic School(Dakshinangsha),92.0591634,24.34925743,53_23 
53_24 ,53,24,24 - Shrinathpur High School(Uttarangsha),92.01942417,24.34590783,53_24 
53_25 ,53,25,25 - Srinathpur High School(M/W),92.01942417,24.34590783,53_25 
53_26 ,53,26,26 - Shrinathpur High School(Dakshinangsha),92.01942665,24.3459949,53_26 
53_27 ,53,27,27 - Kubzhar Senior Basic School,92.00151218,24.33698687,53_27 
53_28 ,53,28,28 - Laxmipur Panchyet Office,92.00150223,24.33691313,53_28 
53_29 ,53,29,29 - Kanakpur Gram Sevak Kendra,92.01081899,24.32747207,53_29 
53_3 ,53,3,3 - Rangauti High School,91.99464486,24.37818419,53_3 
53_30 ,53,30,30 - Nurapur Senior Basic School,92.01316599,24.3351901,53_30 
53_31 ,53,31,31 - Fulabari Kandi High  School,92.02520599,24.33487643,53_31 
53_32 ,53,32,32 - Fulabari Kandi Panchayet Office,92.02164432,24.33315987,53_32 
53_33 ,53,33,33 - Prabhakar Junior Basic School,92.02093597,24.32533317,53_33 
53_34 ,53,34,34 - Pakhirbada Junior Basic School,92.02376111,24.32665304,53_34 
53_35 ,53,35,35 - Bhitar Pakhirbada high School,92.0323157,24.32357228,53_35 
53_36 ,53,36,36 - Chinibagan High School (E/W),92.00410868,24.32943508,53_36 
53_37 ,53,37,37 - Kacharaghat Ramcharan Government High School(Uttar Pashchimangsha),92.00402007,24.32930629,53_37 
53_38 ,53,38,38 - Kacharghat Ramcharan Government High School(Uttar Purbangsha),92.00714415,24.32796971,53_38 
53_39 ,53,39,39 - Netaji Vidyapith Higher Secondary School(Pashchimangsha),92.00712894,24.32787706,53_39 
53_4 ,53,4,4 - Latiapura  Anganwadi Centre,91.99464486,24.37327183,53_4 
53_40 ,53,40,40 - Netaji Vidyapith Higher Secondary School(Purbangsha),92.00001486,24.32724859,53_40 
53_41 ,53,41,41 - Kailasahar Girls H.S. School (Uttarangsha),92.00010962,24.32727741,53_41 
53_42 ,53,42,42 - Kailasahar Girls High School(South Wing),91.99712524,24.32356727,53_42 
53_43 ,53,43,43 - Radhakishore Institution,92.00262675,24.32232948,53_43 
53_44 ,53,44,44 - Kailasahar Senior Basic School,92.00123293,24.3198735,53_44 
53_45 ,53,45,45 - Nirbahi Bastukarer Karjaloy Kailasahar Bibhag (Purto),91.99828313,24.32034223,53_45 
53_46 ,53,46,46 - Radhakishore Institution (Campus Hall),91.9958112,24.31526705,53_46 
53_47 ,53,47,47 - Ramkrishna Mahavidyalaya,91.99834207,24.31618171,53_47 
53_48 ,53,48,48 - Gobindapur Senior Basic School,91.99931122,24.31526246,53_48 
53_49 ,53,49,49 - Ramkrishna Shiksha Pratishthan(Uttarangsha),91.99931827,24.31696722,53_49 
53_5 ,53,5,5 - Khaorabil Junior Basic School,92.00072089,24.36923972,53_5 
53_50 ,53,50,50 - Ramkrishna Shiksha Pratishthan(Dakshinangsha),92.00978174,24.32170317,53_50 
53_51 ,53,51,51 - Kalipur (Jitudighir Pad) Junior Basic School,92.00990218,24.31900182,53_51 
53_52 ,53,52,52 - Kalipur Anganwadi Kendra,92.00649134,24.31422001,53_52 
53_53 ,53,53,53 - Bidyanagar Dwadash Shreni Vidyalaya(Uttarangsha),92.00655913,24.31415615,53_53 
53_54 ,53,54,54 - Bidyanagar Dwadash Shreni Vidyalaya(Dakshinangsha),92.00254433,24.30457594,53_54 
53_55 ,53,55,55 - Lakshinarayanbari Junior Basic School(Pashchimangsha),92.00260385,24.30459557,53_55 
53_56 ,53,56,56 - Lakshinarayanbari Junior Basic School(Purbangsha),92.01186561,24.3087558,53_56 
53_57 ,53,57,57 - Bidyanagar Samaj Shiksha Kendra,92.05276566,24.30807564,53_57 
53_6 ,53,6,6 - Rajardighirpar J.B. School,91.99474486,24.36327183,53_6 
53_7 ,53,7,7 - Maguruli High  School,92.01908632,24.37822721,53_7 
53_8 ,53,8,8 - Irani Panchayet Office,92.02241679,24.37301987,53_8 
53_9 ,53,9,9 - Irani High School(Purbangsha),92.02387847,24.36898204,53_9 
54_1 ,54,1,1 - Satsangam High School (North Wing),92.1666722,24.52309328,54_1 
54_10 ,54,10,10 - Tarakpur High School (North Wing),92.20948933,24.49438281,54_10 
54_11 ,54,11,11 - Tarakpur High School (South Wing),92.20938896,24.49446724,54_11 
54_12 ,54,12,12 - Uttar Kalagangerpar Junior Basic school (North Wing),92.21221272,24.47871923,54_12 
54_13 ,54,13,13 - Uttar Kalagangerpar Junior Basic school (South Wing),92.21206754,24.47888853,54_13 
54_14 ,54,14,14 - Kalagangerpar H.S. School,92.20417963,24.48469233,54_14 
54_15 ,54,15,15 - Kurti Colony High School (North Wing),92.23006759,24.48855344,54_15 
54_16 ,54,16,16 - Kurti Colony High School (South Wing),92.23020316,24.48809791,54_16 
54_18 ,54,18,18 - Bhitargul Junior Basic School (North Wing),92.20251274,24.47974583,54_18 
54_19 ,54,19,19 - Bhitargul Junior Basic School (South Wing),92.20253666,24.47977077,54_19 
54_2 ,54,2,2 - Satsangam High School (South Wing),92.16647339,24.52266764,54_2 
54_20 ,54,20,20 - West Bhitorgul J.B. School,92.20406759,24.46894267,54_20 
54_21 ,54,21,21 - Amtila V.Nanjappa High School (North Wing),92.20253666,24.47977077,54_21 
54_22 ,54,22,22 - Puran Garad Junior Basic School,92.20125176,24.45894263,54_22 
54_23 ,54,23,23 - Maheshpur Tea Estate Staff Quarter (Near Hospital),92.16508615,24.45869702,54_23 
54_24 ,54,24,24 - Thekni Senior Basic School(W/W),92.18315493,24.45835351,54_24 
54_26 ,54,26,26 - Amtila V.Nanjappa High School (South Wing),92.20125176,24.45894263,54_26 
54_27 ,54,27,27 - Bargul High School (North Wing),92.19275257,24.44404055,54_27 
54_28 ,54,28,28 - Bargul High School (South Wing),92.19450872,24.44358165,54_28 
54_29 ,54,29,29 - Julaibasa S.B. School,92.18508615,24.47877077,54_29 
54_3 ,54,3,3 - Birajanagar Anganwadi Centre,92.16294991,24.50402911,54_3 
54_30 ,54,30,30 - Kadamtala Higher Secondary School (North Wing),92.21246971,24.45665528,54_30 
54_31 ,54,31,31 - Kadamtala Higher Secondary School (South Wing),92.21232356,24.4561572,54_31 
54_32 ,54,32,32 - Kadamtala Gram Panchayat Office,92.21906363,24.45416442,54_32 
54_33 ,54,33,33 - Kadamtala Old C.D.P.O. Office (Labour Office),92.20253666,24.47977077,54_33 
54_34 ,54,34,34 - Chollishdrone Junior Basic School,92.214076,24.46538445,54_34 
54_35 ,54,35,35 - Jherjheri Junior Basic School,92.20253666,24.47977077,54_35 
54_36 ,54,36,36 - Baghan Higher Secondary School (North Wing),92.20253666,24.47977077,54_36 
54_37 ,54,37,37 - Baghan Higher Secondary School (South Wing),92.20253666,24.47977077,54_37 
54_38 ,54,38,38 - Churaibari Higher Secondary School,92.2391752,24.44113983,54_38 
54_39 ,54,39,39 - Churaibari Gram Panchayat Office,92.23726928,24.44227775,54_39 
54_4 ,54,4,4 - Sonaicharri Junior Basic School,92.1836265,24.5043381,54_4 
54_40 ,54,40,40 - Churaibari Anganwadi Centre,92.2262357,24.43599586,54_40 
54_41 ,54,41,41 - Fulbari Senior Madrassa,92.22490785,24.4471961,54_41 
54_42 ,54,42,42 - Uttar Fulbari Senior Basic School(N/W),92.22490785,24.4471961,54_42 
54_44 ,54,44,44 - Fulbari H.S. School (S/W),92.22478489,24.43514106,54_44 
54_46 ,54,46,46 - South Fulbari High School(N/W),92.20253666,24.47977077,54_46 
54_48 ,54,48,48 - South East Churaibari Senior Basic School,92.24682865,24.43262019,54_48 
54_49 ,54,49,49 - Khadimpara Junior Basic School,92.24077188,24.42557164,54_49 
54_5 ,54,5,5 - Uttar Brajendranagar Junior Basic School,92.16519863,24.49693299,54_5 
54_50 ,54,50,50 - Jalaibari Senior Basic School,92.2122135,24.43586429,54_50 
54_51 ,54,51,51 - South Kadamtala Anganwadi Centre,92.21298575,24.41690631,54_51 
54_52 ,54,52,52 - Gouripur Senior Basic School,92.20253666,24.47977077,54_52 
54_6 ,54,6,6 - Brajendranagar Higher Secondary School,92.16519863,24.48290238,54_6 
54_7 ,54,7,7 - Brajendranagar Gram Panchayat Office,92.16417963,24.48269235,54_7 
54_8 ,54,8,8 - Bamnia Senior Basic School,92.16924324,24.46947068,54_8 
54_9 ,54,9,9 - Pearachara Tea Estate High School,92.19605603,24.49719885,54_9 
55_1 ,55,1,1 - Bishnupur High School(North Wing),92.17508554,24.45131954,55_1 
55_10 ,55,10,10 - Pratyekroy Panchayet Office,92.17979815,24.40980689,55_10 
55_11 ,55,11,11 - Pratyekroy Higher Secondary School,92.18811724,24.40554939,55_11 
55_12 ,55,12,12 - Gobindapur Senior Basic School,92.20652589,24.40903253,55_12 
55_13 ,55,13,13 - Gobindapur Anganwadi Centre,92.20058609,24.40842856,55_13 
55_14 ,55,14,14 - Dakshin Purba Nadiapur junior Basic School,92.22287888,24.38929598,55_14 
55_15 ,55,15,15 - Nadiapur Senior Basic School,92.21908662,24.39891855,55_15 
55_16 ,55,16,16 - Kalachara Higher Secondary School (East Wing),92.20699775,24.39909925,55_16 
55_17 ,55,17,17 - Kalachara Higher Secondary School (West Wing),92.20699775,24.39909925,55_17 
55_18 ,55,18,18 - Dighalbank Senior Basic School(North Wing),92.1755695,24.39087153,55_18 
55_19 ,55,19,19 - Dighalbank Senior Basic School(South Wing),92.1755695,24.39087153,55_19 
55_2 ,55,2,2 - Bishnupur High School(South Wing),92.17508554,24.45131954,55_2 
55_20 ,55,20,20 - Uttar Pashchim Huruya J.B. School(Uttarangsha),92.18992254,24.39616527,55_20 
55_21 ,55,21,21 - Uttar Pashchim Huruya J.B.School(Dakshinangsha),92.18992254,24.39616527,55_21 
55_22 ,55,22,22 - Huruya High School,92.1929114,24.38814744,55_22 
55_23 ,55,23,23 - Dharmanagar Government Degree College(Uttarangsha),92.18132919,24.38159753,55_23 
55_24 ,55,24,24 - Dharmanagar Sarkari Degree College(Dakshinangsha),92.18132919,24.38159753,55_24 
55_25 ,55,25,25 - Purba Hurua Rasmoy High School (East Wing),92.20363402,24.37864506,55_25 
55_26 ,55,26,26 - Purba Hurua Rasmoy High School (West Wing),92.20363402,24.37864506,55_26 
55_27 ,55,27,27 - Laxminagar High School (North Wing),92.20363402,24.37864506,55_27 
55_28 ,55,28,28 - Laxminagar High School (South Wing),92.20363402,24.37864506,55_28 
55_29 ,55,29,29 - Katuacherra Anganwadi Centre,92.25119119,24.4052105,55_29 
55_3 ,55,3,3 - Bakbaki High School,92.17213824,24.43686898,55_3 
55_30 ,55,30,30 - Kherengjuri Senior Basic School,92.23141392,24.4112089,55_30 
55_31 ,55,31,31 - Joynagar High School (Uttarangsha),92.23123403,24.38016515,55_31 
55_32 ,55,32,32 - Joynagar High School (Dakshinangsha),92.23123403,24.38016515,55_32 
55_33 ,55,33,33 - Shanichara Panchayet Office,92.23017728,24.37119388,55_33 
55_34 ,55,34,34 - South Shanicherra J.B School,92.22213412,24.36780539,55_34 
55_35 ,55,35,35 - Kameshwar Anganwadi Centre,92.18446333,24.37183547,55_35 
55_36 ,55,36,36 - Kameshwar Tehsil Office,92.1923857,24.36155291,55_36 
55_37 ,55,37,37 - Kameshwar Panchayet Office,92.18393524,24.37119342,55_37 
55_38 ,55,38,38 - Kakrir Par J.B.School,92.17424928,24.36612812,55_38 
55_39 ,55,39,39 - O.N.G.C Office; Pashchim Batrasi,92.18992254,24.39616527,55_39 
55_4 ,55,4,4 - Ichaitulgaon Senior Basic School,92.18119844,24.4242264,55_4 
55_40 ,55,40,40 - Tangibari Senior Basic School,92.17081787,24.35916782,55_40 
55_41 ,55,41,41 - Batarasi High School,92.18564907,24.36412355,55_41 
55_42 ,55,42,42 - East Sabajpur Junior Basic School,92.18764674,24.35229522,55_42 
55_43 ,55,43,43 - Ganganagar Higher Secondary School,92.20441899,24.35379477,55_43 
55_44 ,55,44,44 - Bagpasha Subalakandi Junior Basic School,92.2135424,24.36552822,55_44 
55_45 ,55,45,45 - Uttar Ganganagar Panchayet Office,92.20774916,24.35853258,55_45 
55_46 ,55,46,46 - Dakshin Ganganagar Panchayet Office,92.19687346,24.34869377,55_46 
55_47 ,55,47,47 - Thangnan Bari (Lalchara)Junior Basic School,92.19979082,24.32924277,55_47 
55_48 ,55,48,48 - Bagbasa High School (Dakshinangsha),92.22468863,24.35333556,55_48 
55_49 ,55,49,49 - Bagbasa High School (Uttarangsha),92.22468863,24.35333556,55_49 
55_5 ,55,5,5 - Lalchara Higher Secondary School (East Wing),92.19190636,24.4239469,55_5 
55_50 ,55,50,50 - Joythang Senior Basic School,92.23142254,24.34817379,55_50 
55_7 ,55,7,7 - Lalchara Higher Secondary School (West Wing),92.19190636,24.4239469,55_7 
55_8 ,55,8,8 - Dakshin Jalaibari Senior Basic School,92.21011147,24.42804458,55_8 
55_9 ,55,9,9 - Sonapur Senior Basic School,92.17635226,24.41536825,55_9 
56_1 ,56,1,1 - Ragna Anganwadi Centre,92.14814579,24.41249124,56_1 
56_10 ,56,10,10 - Sakaibari Anganwadi Centre,92.15206076,24.38629023,56_10 
56_11 ,56,11,11 - Sakaibari High School (Purbangsha),92.14723641,24.3863313,56_11 
56_12 ,56,12,12 - Sakaibari High School(Paschimangsha),92.14782989,24.3864385,56_12 
56_14 ,56,14,14 - Baruakandi Kopatilla Anganwadi Centre,92.15206076,24.38629023,56_14 
56_15 ,56,15,15 - Baruakandi Colony Higher Secondary School(Dakshinangsha),92.13666508,24.38623578,56_15 
56_16 ,56,16,16 - Baruakandi Colony Higher Secondary School (Uttarangsha),92.13632884,24.38659106,56_16 
56_17 ,56,17,17 - Dakshin Baruwakandi Senior Basic School,92.12359298,24.37995253,56_17 
56_18 ,56,18,18 - Aalgapur High School(Uttarangsha),92.14139375,24.37955356,56_18 
56_19 ,56,19,19 - Aalgapur High School(Dakshin Angsha),92.14106205,24.37986805,56_19 
56_2 ,56,2,2 - Ragna High School,92.14741443,24.40854847,56_2 
56_20 ,56,20,20 - Algapur Kusumdebi Anganwadi Centre,92.15206076,24.38629023,56_20 
56_21 ,56,21,21 - Office of the Deputy Director Agriculture Chnadrapur,92.15206076,24.38629023,56_21 
56_22 ,56,22,22 - Chandrapur Higher Secondary School,92.15873135,24.39315475,56_22 
56_23 ,56,23,23 - Purba Chandrapur Anganwadi Centre,92.15206076,24.38629023,56_23 
56_24 ,56,24,24 - A. R.D.P. Office-2,92.158283,24.39202,56_24 
56_25 ,56,25,25 - Birbikram Institution (Uttar Angsha),92.15206076,24.38629023,56_25 
56_26 ,56,26,26 - Birbikram Institution (Dakshin Angsha),92.15206076,24.38629023,56_26 
56_27 ,56,27,27 - Dharmanagar Sarkari Girls Higher Secondary School(Uttarangsha),92.16221075,24.38163872,56_27 
56_28 ,56,28,28 - Sarat Sarani Anganwadi Centre,92.16283249,24.38241598,56_28 
56_29 ,56,29,29 - Dharmanagar Sarkari Girls Higher Secondary School(Dakshinangsha),92.16188965,24.38087786,56_29 
56_3 ,56,3,3 - Bhagyapur Indramani High School,92.16085083,24.40894643,56_3 
56_30 ,56,30,30 - Information Centre Office Office; Dharmanagar,92.16040326,24.37828667,56_30 
56_31 ,56,31,31 - S.D.O; P.W.D Office; Dharmanagar,92.15206076,24.38629023,56_31 
56_32 ,56,32,32 - Superintendent of Fishery Office; Dharmanagar,92.16052895,24.37850053,56_32 
56_33 ,56,33,33 - Executive Engineer ( PWD) Office; Dharmanagar,92.14106205,24.37986805,56_33 
56_34 ,56,34,34 - Nayapara Higher Secondary School(Uttarangsha),92.14106205,24.37986805,56_34 
56_35 ,56,35,35 - D.W.S Office ; Nayapara,92.16987271,24.38681684,56_35 
56_36 ,56,36,36 - Nayapara Higher Secondary School(Dakshinangsha),92.1721858,24.3889493,56_36 
56_37 ,56,37,37 - Deennath Narayani Bidyamandir (Uttar Angsha),92.16621235,24.38096404,56_37 
56_38 ,56,38,38 - Deennath Narayani Bidyamandir (Dakshin Angsha),92.16638865,24.38067295,56_38 
56_39 ,56,39,39 - Dharmanagar Municipal Council (North Wing),92.16626902,24.37747431,56_39 
56_4 ,56,4,4 - Bhagyapur Panchayet Office,92.15206076,24.38629023,56_4 
56_40 ,56,40,40 - Dharmanagar Municipal Council (South Wing),92.1664113,24.37720167,56_40 
56_41 ,56,41,41 - Dharmanagar Tehsil Office,92.16032788,24.37810942,56_41 
56_42 ,56,42,42 - O/o the AGM;TSECL,92.16350923,24.37551131,56_42 
56_43 ,56,43,43 - Handloom Handicraft  and Sericulture Office(M.B.Unit),92.16634303,24.37435597,56_43 
56_44 ,56,44,44 - Rajbari Girls Higher Secondary School (North Wing),92.16716134,24.37252518,56_44 
56_45 ,56,45,45 - Goldenvalley Higher Secondary School,92.16594435,24.37029172,56_45 
56_46 ,56,46,46 - Rajbari Girls H.S. School (E/W),92.17019969,24.37217817,56_46 
56_47 ,56,47,47 - Padmapur Higher Secondary School(Uttarangsha),92.15836803,24.37206434,56_47 
56_48 ,56,48,48 - Padmapur Higher Secondary School(Dakshinangsha),92.15811935,24.37168583,56_48 
56_49 ,56,49,49 - Padmapur Anganwadi Centre,92.15717484,24.373153,56_49 
56_5 ,56,5,5 - Hatim Junior Basic School,92.16654153,24.41335517,56_5 
56_50 ,56,50,50 - Dharmapur Senior Basic School(Uttarangsha),92.1486,24.3689701,56_50 
56_51 ,56,51,51 - Dharmapur Senior Basic School(Dakshinangsha),92.14860234,24.368756,56_51 
56_6 ,56,6,6 - Sonarer basa Senior Basic School,92.17466631,24.40658716,56_6 
56_7 ,56,7,7 - Paschim Chandrapur Sutradhar Para Anganwadi Centre,92.14784757,24.39465435,56_7 
56_8 ,56,8,8 - Malakar Para Anganwadi Centre,92.15310921,24.40159006,56_8 
56_9 ,56,9,9 - Paschim Chandrapur Senior  Basic School,92.14214716,24.40196055,56_9 
57_1 ,57,1,1 - Baithangbari Senior Basic School,92.09625334,24.36848457,57_1 
57_10 ,57,10,10 - Halflongcherra Tea Estate Higher Secondary School (North Wing),92.13903206,24.32094608,57_10 
57_11 ,57,11,11 - Halflongcherra Tea Estate Higher Secondary School (South Wing),92.13903206,24.32094608,57_11 
57_12 ,57,12,12 - Balidhum Senior Basic School,92.09598447,24.32492924,57_12 
57_13 ,57,13,13 - Jevan Tripura Higher Secondary School(Purbangsha),92.13903206,24.32094608,57_13 
57_14 ,57,14,14 - West Radhapur High School (Paschimangsha),92.14578486,24.35668035,57_14 
57_15 ,57,15,15 - West Radhapur High School (Purbangsha),92.14578486,24.35668035,57_15 
57_16 ,57,16,16 - Radhapur Senior Basic School,92.1532249,24.34941245,57_16 
57_17 ,57,17,17 - Mangalkhali Senior Basic School(Purbangsha),92.15355707,24.33179547,57_17 
57_18 ,57,18,18 - Mangalkhali Senior Basic School(Pashchimangsha),92.15355707,24.33179547,57_18 
57_19 ,57,19,19 - Haflang Village High School,92.13903206,24.32094608,57_19 
57_2 ,57,2,2 - Deowanpasha Colony Senior Basic School(Purbangsha),92.13903206,24.32094608,57_2 
57_20 ,57,20,20 - Kalikapur Junior Basic School,92.1232392,24.3407722,57_20 
57_21 ,57,21,21 - Rajnagar Panchayet Office,92.13903206,24.32094608,57_21 
57_22 ,57,22,22 - Jubarajnagar High School(Pashchimangsha),92.13903206,24.32094608,57_22 
57_23 ,57,23,23 - Jubarajnagar High School(Purbangsha),92.13903206,24.32094608,57_23 
57_24 ,57,24,24 - Krishnapur Higher Secondary School(Dakshinangsha),92.13903206,24.32094608,57_24 
57_25 ,57,25,25 - Krishnapur Higher Secondary School(Uttarangsha),92.15789437,24.3456407,57_25 
57_26 ,57,26,26 - Latugao Senior Basic School,92.17962589,24.35185057,57_26 
57_27 ,57,27,27 - Lalachara Colony High School,92.18791326,24.34376019,57_27 
57_28 ,57,28,28 - Lalachara Converted Anganwadi Centre,92.17904232,24.349589,57_28 
57_29 ,57,29,29 - Katauni Junior Basic School,92.17524137,24.34212692,57_29 
57_3 ,57,3,3 - Deowanpasha Colony Senior Basic School;(Pashchimangsha),92.13903206,24.32094608,57_3 
57_30 ,57,30,30 - Dhupirband Junior Basic School,92.16892439,24.34782795,57_30 
57_31 ,57,31,31 - Uptakhali Senior Basic School,92.16621202,24.32823162,57_31 
57_32 ,57,32,32 - Uptakhali Colony Senior Basic School,92.14106205,24.37986805,57_32 
57_33 ,57,33,33 - Uptakhali Panchayet Office,92.14106205,24.37986805,57_33 
57_34 ,57,34,34 - Uptakhali Tahashil Kachari,92.17682203,24.32213986,57_34 
57_35 ,57,35,35 - Deochara Higher Secondary School (Uttarangsha),92.16146223,24.31649191,57_35 
57_36 ,57,36,36 - Deochara Hihger Secondary School(Dakshinangsha),92.16146223,24.31649191,57_36 
57_37 ,57,37,37 - Rashtiya Anath Balak Ashram; Ramnagar,92.16295899,24.31522524,57_37 
57_38 ,57,38,38 - South Ramnagar Vumihin Colony Senior Basic School,92.16565138,24.29911236,57_38 
57_39 ,57,39,39 - Madhya Deocherra (Nabin) Senior Basic School,92.15167825,24.30523023,57_39 
57_4 ,57,4,4 - Shribhumi Bidyabhaban Higher Secondary School(Purbangsha),92.13903206,24.32094608,57_4 
57_40 ,57,40,40 - South Deocherra Junior Basic School,92.15567757,24.28995424,57_40 
57_41 ,57,41,41 - Noagao Junior Basic School,92.14070445,24.30776966,57_41 
57_42 ,57,42,42 - Tilaith Rupacharan Higher Secondary School,92.14635153,24.30044528,57_42 
57_43 ,57,43,43 - Rajnagar Junior Basic School(Uttarangsha),92.11614112,24.31547813,57_43 
57_44 ,57,44,44 - Rajnagar Junior Basic School(Dakshinangsha),92.1159528,24.31523587,57_44 
57_45 ,57,45,45 - Betangi Anganwadi Centre,92.13351078,24.3023979,57_45 
57_46 ,57,46,46 - Palagao Junior Basic School,92.11332813,24.28273315,57_46 
57_47 ,57,47,47 - Tilthai Do-Vanga High School,92.1224737,24.29415182,57_47 
57_48 ,57,48,48 - Bilathai Higher Secondary School,92.15155123,24.28124249,57_48 
57_49 ,57,49,49 - West Bilthai Senior Basic School,92.12709111,24.27353466,57_49 
57_5 ,57,5,5 - Shribhumi Bidyabhaban Higher Secondary School(Pashchimangsha),92.13903206,24.32094608,57_5 
57_50 ,57,50,50 - Jiban Tripura Higher Secondary School(Pashchimangsha),92.13903206,24.32094608,57_50 
57_6 ,57,6,6 - Deowanpasha J.B.School(Purbangsha),92.13903206,24.32094608,57_6 
57_7 ,57,7,7 - Deowanpasha J.B.School(Pashchimangsha),92.13903206,24.32094608,57_7 
57_8 ,57,8,8 - Deowanpasha Gram Panchayet Office,92.1658627,24.3652125,57_8 
57_9 ,57,9,9 - Deowanpasha Fishery Office,92.13903206,24.32094608,57_9 
58_1 ,58,1,1 - Uttar Padmabil Bhumihin Colony High School (West Wing),92.19211686,24.31865652,58_1 
58_10 ,58,10,10 - Padmabil Duganga Senior Basic School(Uttarangsha),92.20946091,24.28497384,58_10 
58_11 ,58,11,11 - Padmabil Colony Senior Basic School,92.18033307,24.28638439,58_11 
58_12 ,58,12,12 - Batrishdron Junior Basic School,92.18449966,24.27373958,58_12 
58_13 ,58,13,13 - Noydron Colony Senior Basic School,92.18850293,24.26793295,58_13 
58_14 ,58,14,14 - Rowa High School(Dakshinangsha),92.16523215,24.27276662,58_14 
58_15 ,58,15,15 - Rowa High School(Uttarangsha),92.16521192,24.27261658,58_15 
58_16 ,58,16,16 - Rowa Panchayet Office,92.16707562,24.2690789,58_16 
58_17 ,58,17,17 - Chamatila Junior Basic School,92.161638,24.285919,58_17 
58_18 ,58,18,18 - Panisagar Higher Secondary School(Uttarangsha),92.15047212,24.26968861,58_18 
58_19 ,58,19,19 - Panisagar Higher Secondary School(Dakshinangsha),92.12502807,24.2697609,58_19 
58_2 ,58,2,2 - Uttar Padmabil Bhumihin Colony High  School(E/W),92.19244374,24.31829328,58_2 
58_20 ,58,20,20 - Panisagar P.W.D.Office,92.1549658,24.26713034,58_20 
58_21 ,58,21,21 - North District Sports School,92.15409487,24.26518745,58_21 
58_22 ,58,22,22 - Panisagar DCM Office,92.15416828,24.26499729,58_22 
58_23 ,58,23,23 - Bhagat Singh J.B. School,92.13850067,24.26947708,58_23 
58_24 ,58,24,24 - Pashchim Panisagar High School,92.13215143,24.26403502,58_24 
58_25 ,58,25,25 - Paschim Panisagar Rabindra Smriti Junior Basic School,92.1264835,24.2553269,58_25 
58_26 ,58,26,26 - Dakshin Panisagar High School,92.14414357,24.25907856,58_26 
58_27 ,58,27,27 - Kabi Sukanta Junior Basic School,92.15729633,24.25679612,58_27 
58_28 ,58,28,28 - Jalabasa Higher Secondary School (Pashchimangsha),92.18502668,24.25707257,58_28 
58_29 ,58,29,29 - Jalabasa Higher Secondary School (Purbangsha),92.18488592,24.25706818,58_29 
58_3 ,58,3,3 - Padmabil Higher Secondary School(Purbangsha),92.18250143,24.30070771,58_3 
58_30 ,58,30,30 - Rangamayi Angawadi Center,92.18714935,24.2609633,58_30 
58_31 ,58,31,31 - Madhabpur Senior Basic School,92.19647676,24.26178522,58_31 
